ms,current,servoWrite,wanted
4,33,165,33
52,33,165,33
93,33,165,33
134,33,166,34
176,33,166,34
218,33,167,35
260,34,167,35
307,35,72,36
354,36,69,37
401,37,66,37
448,37,63,38
495,38,72,39
542,39,68,39
589,40,65,40
636,41,61,40
683,42,58,41
730,42,54,42
777,42,62,42
824,42,71,43
871,42,81,44
918,44,89,44
965,45,74,45
1012,47,70,45
1060,49,55,46
1108,49,40,47
1156,49,47,47
1204,49,54,48
1252,49,63,49
1300,49,71,49
1348,49,80,50
1396,49,90,51
1444,50,99,51
1492,51,96,52
1540,52,93,52
1588,53,90,53
1636,54,87,54
1684,54,83,54
1732,55,92,55
1780,55,90,56
1828,55,98,56
1876,56,108,57
1924,56,105,58
1972,56,114,58
2020,57,124,59
2068,57,121,59
2116,57,131,60
2164,57,141,61
2212,58,151,61
2260,58,149,62
2308,58,160,63
2356,58,170,63
2404,58,180,64
2452,59,180,65
2500,59,180,65
2548,59,180,66
2596,59,180,67
2644,59,180,67
2692,60,180,68
2740,60,180,68
2788,61,180,69
2836,62,180,70
2884,63,180,70
2932,64,180,71
2980,67,180,72
3028,70,180,72
3076,73,180,73
3124,76,171,74
3172,78,142,74
3220,79,126,75
3268,80,120,75
3316,81,116,76
3364,81,111,77
3412,82,117,77
3460,82,112,78
3508,82,120,79
3556,83,127,79
3604,83,122,80
3652,83,130,81
3700,83,138,81
3748,83,146,82
3796,84,155,83
3844,84,150,83
3892,84,159,84
3940,84,167,84
3988,85,176,85
4036,85,174,86
4084,85,180,86
4132,85,180,87
4180,86,180,88
4228,86,180,88
4276,86,180,89
4324,86,180,90
4372,87,180,90
4420,87,180,91
4468,87,180,91
4516,87,180,92
4564,88,180,93
4612,88,180,93
4660,89,180,94
4708,89,180,95
4756,90,180,95
4804,91,180,96
4852,92,180,97
4900,93,180,97
4948,94,180,98
4996,95,180,99
5044,96,180,99
5092,98,180,99
